Sales_ID,Order_Date,Customer_ID,Product_ID,Rep_ID,Quantity,Product_Cost,Selling_Price,Discount%,After_Discount_Price,Payment_Method,Region,Order_Status
SALE00056,2025-04-22,CUST095,PROD008,REP004,3,1325.25,2288.49,5,2174.07,Wallet,East,Success
SALE00057,2024-10-15,CUST003,PROD012,REP008,1,123.12,165.55,0,165.55,UPI,North,Success
SALE00058,2025-08-20,CUST006,PROD007,REP002,1,597.82,1021.42,0,1021.42,Wallet,West,Success
SALE00059,2024-01-16,CUST002,PROD003,REP006,2,154,268.24,0,268.24,Card,West,Success
SALE00060,2023-04-21,CUST010,PROD009,REP009,1,32.84,39.23,25,29.42,Card,West,Success
SALE00061,2024-11-22,CUST014,PROD015,REP002,2,959.62,1215.88,0,1215.88,NetBanking,West,Success
SALE00062,2023-08-28,CUST008,PROD012,REP003,2,246.24,331.1,20,264.88,UPI,South,Success
SALE00063,2024-04-27,CUST064,PROD009,REP012,2,65.68,78.46,0,78.46,Cash,South,Success
SALE00064,2023-01-26,CUST011,PROD010,REP008,2,1396.44,2283.74,10,2055.37,Wallet,North,Success
SALE00065,2024-09-26,CUST008,PROD014,REP003,1,306.04,400.52,25,300.39,NetBanking,South,Success
SALE00066,2025-06-24,CUST028,PROD007,REP008,2,1195.64,2042.84,10,1838.56,Cash,North,Success
SALE00067,2025-08-23,CUST004,PROD006,REP008,1,487.35,766.31,30,536.42,Cash,North,Success
SALE00068,2024-07-28,CUST056,PROD015,REP007,1,479.81,607.94,20,486.35,Cash,South,Returned
SALE00069,2023-12-02,CUST002,PROD013,REP009,3,697.41,827.46,10,744.71,NetBanking,West,Success
SALE00070,2025-07-26,CUST116,PROD006,REP007,1,487.35,766.31,0,766.31,Cash,Central,Success
SALE00071,2024-09-16,CUST049,PROD008,REP011,4,1767,3051.32,5,2898.75,NetBanking,West,Success
SALE00072,2023-08-15,CUST006,PROD007,REP006,1,597.82,1021.42,10,919.28,NetBanking,West,Success
SALE00073,2024-10-25,CUST001,PROD003,REP004,1,77,134.12,15,114,Card,East,Success
SALE00074,2023-03-06,CUST060,PROD015,REP003,1,479.81,607.94,0,607.94,Wallet,South,Success
SALE00075,2024-10-12,CUST043,PROD007,REP010,1,597.82,1021.42,0,1021.42,Cash,South,Success
SALE00076,2025-04-23,CUST045,PROD014,REP008,1,306.04,400.52,15,340.44,UPI,North,Success
SALE00077,2024-04-20,CUST049,PROD004,REP009,1,291.71,459.62,5,436.64,NetBanking,West,Success
SALE00078,2025-07-20,CUST002,PROD009,REP002,1,32.84,39.23,10,35.31,UPI,West,Success
SALE00079,2024-12-18,CUST011,PROD001,REP008,2,701.54,823.66,5,782.48,Card,North,Success
SALE00080,2023-11-06,CUST003,PROD012,REP008,1,123.12,165.55,10,149,Cash,North,Returned
SALE00081,2024-10-26,CUST074,PROD009,REP001,2,65.68,78.46,5,74.54,Cash,South,Success
SALE00082,2024-02-23,CUST035,PROD010,REP002,1,698.22,1141.87,10,1027.68,Wallet,West,Success
SALE00083,2023-04-30,CUST010,PROD001,REP006,1,350.77,411.83,25,308.87,Card,West,Failed
SALE00084,2023-05-24,CUST002,PROD005,REP002,1,332.89,592.54,5,562.91,Card,West,Success
SALE00085,2023-02-16,CUST009,PROD002,REP008,4,950.96,1155.64,30,808.95,UPI,North,Success
SALE00086,2025-08-26,CUST010,PROD005,REP002,1,332.89,592.54,30,414.78,UPI,West,Success
SALE00087,2023-02-08,CUST045,PROD010,REP008,1,698.22,1141.87,10,1027.68,UPI,North,Success
SALE00088,2023-11-08,CUST037,PROD009,REP002,2,65.68,78.46,20,62.77,Wallet,North,Success
SALE00089,2024-05-19,CUST081,PROD009,REP010,1,32.84,39.23,30,27.46,Card,South,Success
SALE00090,2023-04-29,CUST022,PROD009,REP011,2,65.68,78.46,15,66.69,Cash,West,Success
SALE00091,2023-04-10,CUST004,PROD005,REP008,1,332.89,592.54,10,533.29,Wallet,North,Success
SALE00092,2023-08-29,CUST043,PROD005,REP001,1,332.89,592.54,5,562.91,Cash,South,Success
SALE00093,2025-06-27,CUST048,PROD003,REP008,1,77,134.12,5,127.41,Wallet,North,Success
SALE00094,2024-07-04,CUST029,PROD013,REP008,1,232.47,275.82,5,262.03,Card,North,Success
SALE00095,2023-05-19,CUST049,PROD009,REP011,2,65.68,78.46,10,70.61,Card,West,Success
SALE00096,2024-02-02,CUST024,PROD004,REP011,2,583.42,919.24,30,643.47,UPI,West,Success
SALE00097,2024-04-09,CUST026,PROD004,REP009,1,291.71,459.62,10,413.66,Card,West,Success
SALE00098,2024-01-15,CUST018,PROD014,REP011,3,918.12,1201.56,5,1141.48,Card,South,Success
SALE00099,2024-11-17,CUST001,PROD011,REP004,1,534.18,858.71,15,729.9,Cash,East,Success
SALE00100,2025-08-30,CUST003,PROD010,REP008,1,698.22,1141.87,0,1141.87,Card,North,Failed
SALE00101,2025-01-30,CUST001,PROD007,REP004,1,597.82,1021.42,5,970.35,Wallet,East,Success
SALE00102,2024-12-14,CUST036,PROD005,REP006,1,332.89,592.54,5,562.91,NetBanking,West,Success
SALE00103,2025-08-26,CUST010,PROD015,REP011,1,479.81,607.94,30,425.56,Card,West,Success
SALE00104,2024-07-07,CUST025,PROD012,REP005,1,123.12,165.55,10,149,NetBanking,South,Success
SALE00105,2024-03-05,CUST090,PROD006,REP008,1,487.35,766.31,0,766.31,NetBanking,North,Success
SALE00106,2024-08-24,CUST007,PROD013,REP002,2,464.94,551.64,5,524.06,Wallet,West,Success
SALE00107,2025-01-30,CUST016,PROD012,REP008,2,246.24,331.1,10,297.99,NetBanking,North,Success
SALE00108,2025-01-14,CUST047,PROD005,REP012,1,332.89,592.54,15,503.66,Cash,South,Success
SALE00109,2023-06-08,CUST007,PROD007,REP006,1,597.82,1021.42,0,1021.42,Cash,West,Success
SALE00110,2025-06-25,CUST003,PROD004,REP008,1,291.71,459.62,10,413.66,UPI,North,Success
SALE00111,2024-02-29,CUST009,PROD003,REP008,2,154,268.24,10,241.42,Cash,North,Returned
SALE00112,2024-11-01,CUST005,PROD011,REP006,1,534.18,858.71,5,815.77,NetBanking,West,Failed
SALE00113,2023-04-12,CUST097,PROD005,REP010,1,332.89,592.54,30,414.78,UPI,South,Success
SALE00114,2025-05-03,CUST057,PROD012,REP012,4,492.48,662.2,5,629.09,Card,Central,Success
SALE00115,2024-05-16,CUST036,PROD015,REP002,1,479.81,607.94,30,425.56,Card,West,Success
SALE00116,2024-09-22,CUST077,PROD002,REP003,1,237.74,288.91,5,274.46,Card,East,Success
SALE00117,2024-02-22,CUST056,PROD008,REP001,1,441.75,762.83,30,533.98,NetBanking,South,Success
SALE00118,2025-08-19,CUST005,PROD012,REP002,1,123.12,165.55,20,132.44,Card,West,Success
SALE00119,2025-09-01,CUST084,PROD012,REP009,3,369.36,496.65,5,471.82,Wallet,West,Failed
SALE00120,2023-10-14,CUST027,PROD012,REP004,1,123.12,165.55,0,165.55,Cash,East,Success
SALE00121,2023-02-03,CUST057,PROD006,REP007,1,487.35,766.31,5,727.99,NetBanking,Central,Success
SALE00122,2024-12-07,CUST085,PROD008,REP008,1,441.75,762.83,0,762.83,Cash,West,Success
SALE00123,2024-01-15,CUST010,PROD009,REP009,1,32.84,39.23,10,35.31,Card,West,Success
SALE00124,2023-08-11,CUST003,PROD015,REP008,1,479.81,607.94,15,516.75,Card,North,Success
SALE00125,2024-03-30,CUST007,PROD006,REP006,1,487.35,766.31,0,766.31,Card,West,Success
SALE00126,2024-03-31,CUST018,PROD014,REP003,1,306.04,400.52,5,380.49,NetBanking,South,Success
SALE00127,2025-08-31,CUST061,PROD005,REP008,1,332.89,592.54,0,592.54,UPI,North,Success
SALE00128,2023-08-30,CUST073,PROD015,REP005,1,479.81,607.94,0,607.94,Wallet,South,Success
SALE00129,2025-05-25,CUST001,PROD010,REP004,1,698.22,1141.87,0,1141.87,Cash,East,Success
SALE00130,2024-01-07,CUST025,PROD008,REP001,5,2208.75,3814.15,0,3814.15,Card,South,Success
SALE00131,2023-04-12,CUST017,PROD009,REP008,1,32.84,39.23,15,33.35,NetBanking,North,Success
SALE00132,2024-12-03,CUST006,PROD005,REP009,4,1331.56,2370.16,30,1659.11,UPI,West,Returned
SALE00133,2024-01-12,CUST004,PROD005,REP011,1,332.89,592.54,10,533.29,NetBanking,North,Success
SALE00134,2024-07-11,CUST010,PROD003,REP002,2,154,268.24,0,268.24,NetBanking,West,Success
SALE00135,2025-07-12,CUST100,PROD003,REP006,1,77,134.12,0,134.12,Wallet,West,Success
SALE00136,2024-10-22,CUST010,PROD006,REP006,1,487.35,766.31,10,689.68,NetBanking,West,Success
SALE00137,2024-01-03,CUST026,PROD012,REP006,1,123.12,165.55,0,165.55,UPI,West,Success
SALE00138,2023-03-04,CUST042,PROD009,REP012,1,32.84,39.23,10,35.31,NetBanking,Central,Success
SALE00139,2024-02-12,CUST012,PROD003,REP004,2,154,268.24,10,241.42,NetBanking,East,Failed
SALE00140,2023-10-10,CUST111,PROD013,REP012,1,232.47,275.82,0,275.82,NetBanking,West,Success
SALE00141,2023-07-14,CUST109,PROD009,REP008,1,32.84,39.23,0,39.23,NetBanking,North,Success
SALE00142,2023-05-06,CUST007,PROD015,REP011,3,1439.43,1823.82,0,1823.82,NetBanking,West,Failed
SALE00143,2025-08-29,CUST024,PROD010,REP006,1,698.22,1141.87,5,1084.78,Card,West,Success
SALE00144,2025-05-18,CUST009,PROD004,REP008,1,291.71,459.62,0,459.62,UPI,North,Success
SALE00145,2025-04-23,CUST009,PROD008,REP008,1,441.75,762.83,30,533.98,NetBanking,North,Failed
SALE00146,2024-04-10,CUST001,PROD010,REP004,1,698.22,1141.87,0,1141.87,UPI,East,Success
SALE00147,2023-04-04,CUST034,PROD001,REP012,2,701.54,823.66,0,823.66,UPI,South,Success
SALE00148,2024-11-09,CUST024,PROD001,REP011,1,350.77,411.83,5,391.24,Card,West,Success
SALE00149,2023-08-06,CUST002,PROD003,REP002,1,77,134.12,10,120.71,Wallet,West,Failed
SALE00150,2024-10-19,CUST008,PROD005,REP003,1,332.89,592.54,10,533.29,NetBanking,South,Success
SALE00151,2024-10-16,CUST090,PROD007,REP008,1,597.82,1021.42,10,919.28,NetBanking,North,Success
SALE00152,2024-09-03,CUST007,PROD008,REP006,1,441.75,762.83,20,610.26,Wallet,West,Success
SALE00153,2023-01-22,CUST004,PROD003,REP008,1,77,134.12,10,120.71,Card,North,Success
SALE00154,2023-02-21,CUST023,PROD010,REP008,1,698.22,1141.87,30,799.31,NetBanking,North,Success
SALE00155,2025-03-16,CUST115,PROD009,REP004,2,65.68,78.46,25,58.84,UPI,East,Success
SALE00156,2023-12-08,CUST007,PROD005,REP011,1,332.89,592.54,30,414.78,Card,West,Success
SALE00157,2023-09-07,CUST040,PROD001,REP005,1,350.77,411.83,0,411.83,Card,South,Success
SALE00158,2023-05-09,CUST048,PROD002,REP008,1,237.74,288.91,0,288.91,NetBanking,North,Success
SALE00159,2025-03-16,CUST007,PROD006,REP011,3,1462.05,2298.93,0,2298.93,Cash,West,Success
SALE00160,2024-08-01,CUST045,PROD003,REP008,1,77,134.12,10,120.71,NetBanking,North,Success
SALE00161,2023-07-30,CUST012,PROD006,REP004,5,2436.75,3831.55,5,3639.97,Wallet,East,Success
SALE00162,2023-03-12,CUST036,PROD010,REP002,4,2792.88,4567.48,5,4339.11,NetBanking,West,Success
SALE00163,2025-04-29,CUST036,PROD009,REP011,2,65.68,78.46,5,74.54,Card,West,Success
SALE00164,2025-02-22,CUST027,PROD005,REP004,1,332.89,592.54,10,533.29,Wallet,East,Success
SALE00165,2024-07-21,CUST003,PROD006,REP008,1,487.35,766.31,30,536.42,Card,North,Failed
SALE00166,2023-08-01,CUST065,PROD009,REP008,1,32.84,39.23,0,39.23,Cash,North,Success
SALE00167,2024-08-23,CUST010,PROD013,REP011,2,464.94,551.64,0,551.64,NetBanking,West,Success
SALE00168,2023-08-10,CUST005,PROD012,REP011,2,246.24,331.1,5,314.54,Wallet,West,Failed
SALE00169,2025-04-12,CUST001,PROD009,REP004,4,131.36,156.92,15,133.38,NetBanking,East,Success
SALE00170,2025-06-09,CUST033,PROD006,REP002,1,487.35,766.31,0,766.31,Cash,West,Success
SALE00171,2023-08-27,CUST040,PROD006,REP012,1,487.35,766.31,25,574.73,Wallet,South,Success
SALE00172,2023-12-03,CUST001,PROD014,REP004,1,306.04,400.52,10,360.47,NetBanking,East,Returned
SALE00173,2025-03-03,CUST025,PROD001,REP003,1,350.77,411.83,0,411.83,UPI,South,Success
SALE00174,2023-06-01,CUST007,PROD015,REP002,1,479.81,607.94,10,547.15,Wallet,West,Success
SALE00175,2025-03-18,CUST038,PROD010,REP008,1,698.22,1141.87,5,1084.78,Cash,North,Success
SALE00176,2025-07-11,CUST005,PROD010,REP002,3,2094.66,3425.61,20,2740.49,NetBanking,West,Success
SALE00177,2024-09-02,CUST041,PROD001,REP006,1,350.77,411.83,30,288.28,Card,West,Success
SALE00178,2023-01-03,CUST014,PROD009,REP001,2,65.68,78.46,0,78.46,Cash,West,Success
SALE00179,2023-10-11,CUST099,PROD008,REP003,2,883.5,1525.66,10,1373.09,Cash,North,Success
SALE00180,2025-05-29,CUST004,PROD003,REP009,1,77,134.12,5,127.41,Wallet,North,Success
SALE00181,2023-05-29,CUST010,PROD005,REP009,1,332.89,592.54,20,474.03,UPI,West,Success
SALE00182,2023-05-14,CUST003,PROD014,REP008,1,306.04,400.52,30,280.36,Cash,North,Success
SALE00183,2024-07-07,CUST096,PROD009,REP003,1,32.84,39.23,0,39.23,Wallet,South,Success
SALE00184,2023-09-14,CUST079,PROD007,REP004,1,597.82,1021.42,25,766.06,NetBanking,East,Success
SALE00185,2025-03-28,CUST008,PROD002,REP003,1,237.74,288.91,10,260.02,NetBanking,South,Success
SALE00186,2023-06-28,CUST039,PROD011,REP006,5,2670.9,4293.55,20,3434.84,Card,West,Success
SALE00187,2023-04-23,CUST060,PROD010,REP012,1,698.22,1141.87,30,799.31,Card,South,Success
SALE00188,2024-11-07,CUST029,PROD009,REP008,2,65.68,78.46,10,70.61,Card,North,Success
SALE00189,2025-06-06,CUST027,PROD008,REP004,2,883.5,1525.66,0,1525.66,UPI,East,Success
SALE00190,2023-01-27,CUST007,PROD007,REP011,1,597.82,1021.42,0,1021.42,UPI,West,Success
SALE00191,2023-05-15,CUST003,PROD009,REP005,1,32.84,39.23,0,39.23,Card,North,Success
SALE00192,2023-01-16,CUST086,PROD005,REP008,2,665.78,1185.08,10,1066.57,Cash,North,Success
SALE00193,2024-01-02,CUST087,PROD015,REP008,1,479.81,607.94,25,455.96,NetBanking,North,Success
SALE00194,2025-03-19,CUST036,PROD009,REP009,1,32.84,39.23,20,31.38,UPI,West,Success
SALE00195,2025-03-18,CUST010,PROD006,REP011,4,1949.4,3065.24,0,3065.24,UPI,West,Success
SALE00196,2023-09-01,CUST011,PROD007,REP008,1,597.82,1021.42,15,868.21,Wallet,North,Success
SALE00197,2024-08-25,CUST044,PROD012,REP008,2,246.24,331.1,30,231.77,Card,North,Success
SALE00198,2023-11-28,CUST085,PROD003,REP002,1,77,134.12,30,93.88,UPI,West,Success
SALE00199,2023-01-17,CUST081,PROD005,REP010,1,332.89,592.54,15,503.66,Card,South,Success
SALE00200,2023-06-28,CUST049,PROD010,REP009,4,2792.88,4567.48,5,4339.11,NetBanking,West,Success
SALE00201,2023-09-29,CUST037,PROD006,REP008,2,974.7,1532.62,5,1455.99,NetBanking,North,Success
SALE00202,2023-02-23,CUST003,PROD012,REP008,1,123.12,165.55,5,157.27,Cash,North,Success
SALE00203,2023-05-10,CUST005,PROD003,REP009,5,385,670.6,20,536.48,NetBanking,West,Success
SALE00204,2025-01-29,CUST086,PROD012,REP007,2,246.24,331.1,30,231.77,Wallet,North,Failed
SALE00205,2024-03-07,CUST034,PROD002,REP012,1,237.74,288.91,30,202.24,Wallet,South,Success
SALE00206,2024-06-22,CUST001,PROD001,REP004,1,350.77,411.83,0,411.83,NetBanking,East,Success
SALE00207,2023-04-27,CUST003,PROD014,REP008,1,306.04,400.52,25,300.39,NetBanking,North,Failed
SALE00208,2025-02-02,CUST039,PROD009,REP003,1,32.84,39.23,0,39.23,UPI,West,Success
SALE00209,2023-03-07,CUST001,PROD006,REP004,1,487.35,766.31,10,689.68,NetBanking,East,Success
SALE00210,2024-05-02,CUST005,PROD005,REP006,1,332.89,592.54,30,414.78,Card,West,Success
SALE00211,2024-04-04,CUST028,PROD009,REP008,1,32.84,39.23,5,37.27,UPI,North,Success
SALE00212,2025-03-07,CUST042,PROD008,REP007,2,883.5,1525.66,30,1067.96,Wallet,Central,Success
SALE00213,2024-01-06,CUST038,PROD015,REP010,2,959.62,1215.88,15,1033.5,Cash,North,Success
SALE00214,2024-06-09,CUST006,PROD015,REP009,1,479.81,607.94,10,547.15,Cash,West,Success
SALE00215,2024-08-30,CUST043,PROD010,REP001,2,1396.44,2283.74,0,2283.74,NetBanking,South,Success
SALE00216,2023-04-22,CUST007,PROD007,REP006,1,597.82,1021.42,10,919.28,Cash,West,Success
SALE00217,2024-04-07,CUST010,PROD008,REP009,1,441.75,762.83,5,724.69,NetBanking,West,Success
SALE00218,2024-05-30,CUST046,PROD010,REP008,1,698.22,1141.87,20,913.5,UPI,North,Success
SALE00219,2023-08-15,CUST038,PROD003,REP008,2,154,268.24,0,268.24,Card,North,Success
SALE00220,2025-08-26,CUST070,PROD006,REP008,3,1462.05,2298.93,0,2298.93,Card,North,Success
SALE00221,2024-09-21,CUST038,PROD002,REP008,2,475.48,577.82,0,577.82,Card,North,Success
SALE00222,2023-02-14,CUST030,PROD002,REP005,3,713.22,866.73,0,866.73,NetBanking,Central,Success
SALE00223,2025-01-14,CUST003,PROD004,REP008,1,291.71,459.62,10,413.66,NetBanking,North,Success
SALE00224,2025-03-13,CUST012,PROD008,REP004,2,883.5,1525.66,0,1525.66,Card,East,Success
SALE00225,2025-07-19,CUST008,PROD012,REP003,1,123.12,165.55,0,165.55,UPI,South,Success
SALE00226,2025-06-06,CUST007,PROD008,REP011,1,441.75,762.83,15,648.41,UPI,West,Success
SALE00227,2024-11-05,CUST111,PROD006,REP006,2,974.7,1532.62,25,1149.46,Card,West,Success
SALE00228,2024-06-17,CUST015,PROD002,REP004,2,475.48,577.82,5,548.93,Card,East,Success
SALE00229,2023-11-05,CUST084,PROD009,REP002,1,32.84,39.23,20,31.38,Wallet,West,Success
SALE00230,2024-04-14,CUST036,PROD005,REP006,1,332.89,592.54,5,562.91,Cash,West,Success
SALE00231,2024-10-20,CUST052,PROD009,REP004,1,32.84,39.23,0,39.23,NetBanking,East,Success
SALE00232,2023-02-01,CUST024,PROD015,REP002,1,479.81,607.94,10,547.15,NetBanking,West,Success
SALE00233,2023-03-04,CUST031,PROD003,REP008,1,77,134.12,15,114,Cash,North,Success
SALE00234,2024-05-05,CUST023,PROD005,REP008,1,332.89,592.54,10,533.29,UPI,North,Failed
SALE00235,2025-05-17,CUST006,PROD008,REP002,1,441.75,762.83,0,762.83,Cash,West,Success
SALE00236,2024-02-16,CUST044,PROD015,REP008,4,1919.24,2431.76,5,2310.17,Wallet,North,Success
SALE00237,2024-03-12,CUST008,PROD012,REP010,2,246.24,331.1,10,297.99,UPI,South,Success
SALE00238,2024-12-03,CUST001,PROD014,REP004,1,306.04,400.52,10,360.47,UPI,East,Success
SALE00239,2023-04-21,CUST038,PROD006,REP008,4,1949.4,3065.24,5,2911.98,UPI,North,Success
SALE00240,2024-05-17,CUST005,PROD015,REP002,1,479.81,607.94,0,607.94,Wallet,West,Success
SALE00241,2024-12-30,CUST100,PROD003,REP011,1,77,134.12,5,127.41,Card,West,Success
SALE00242,2025-07-20,CUST105,PROD001,REP008,1,350.77,411.83,5,391.24,NetBanking,North,Returned
SALE00243,2024-03-30,CUST092,PROD013,REP004,1,232.47,275.82,0,275.82,Card,East,Success
SALE00244,2023-03-17,CUST012,PROD014,REP004,1,306.04,400.52,10,360.47,NetBanking,East,Success
SALE00245,2025-07-09,CUST001,PROD002,REP002,1,237.74,288.91,15,245.57,NetBanking,East,Success
SALE00246,2023-03-24,CUST096,PROD003,REP003,1,77,134.12,25,100.59,UPI,South,Success
SALE00247,2023-11-26,CUST018,PROD001,REP012,1,350.77,411.83,0,411.83,Card,South,Success
SALE00248,2024-09-14,CUST110,PROD003,REP008,2,154,268.24,0,268.24,NetBanking,North,Success
SALE00249,2023-06-01,CUST109,PROD005,REP008,1,332.89,592.54,10,533.29,Wallet,North,Success
SALE00250,2023-03-09,CUST071,PROD015,REP012,2,959.62,1215.88,5,1155.09,Wallet,South,Success
SALE00251,2023-05-10,CUST009,PROD010,REP008,1,698.22,1141.87,5,1084.78,Card,North,Success
SALE00252,2023-10-09,CUST014,PROD012,REP006,4,492.48,662.2,5,629.09,Cash,West,Success
SALE00253,2024-10-01,CUST070,PROD012,REP008,1,123.12,165.55,5,157.27,Card,North,Success
SALE00254,2024-10-10,CUST010,PROD008,REP006,3,1325.25,2288.49,5,2174.07,Wallet,West,Success
SALE00255,2024-08-22,CUST005,PROD012,REP009,2,246.24,331.1,10,297.99,Cash,West,Failed
SALE00256,2024-07-15,CUST029,PROD009,REP008,1,32.84,39.23,10,35.31,Wallet,North,Success
SALE00257,2024-12-30,CUST099,PROD006,REP008,2,974.7,1532.62,10,1379.36,Card,North,Success
SALE00258,2023-11-29,CUST042,PROD009,REP007,1,32.84,39.23,20,31.38,Wallet,Central,Success
SALE00259,2024-01-26,CUST030,PROD008,REP005,4,1767,3051.32,30,2135.92,Wallet,Central,Success
SALE00260,2024-09-03,CUST003,PROD012,REP008,1,123.12,165.55,5,157.27,Wallet,North,Success
SALE00261,2024-06-27,CUST035,PROD015,REP006,1,479.81,607.94,10,547.15,UPI,West,Success
